,exchange,datetime,ask_size,ask,bid,bid_size,spread,mid_price,vwap,levels
115,bigone,2023-04-25T03:23:10.220Z,14.547763999999999,1378871.26,1361006.8900000001,8.440486,17864.370000000003,27420.0,27470.9645,50
116,bigone,2023-04-25T03:23:11.619Z,14.547763999999999,1378871.26,1361006.9300000002,8.440486,17864.33,27420.0,27470.9656,50
117,bigone,2023-04-25T03:23:13.001Z,14.547763999999999,1378871.26,1361007.0100000002,8.440486,17864.25,27420.0,27470.9678,50
118,bigone,2023-04-25T03:23:14.387Z,14.547763999999999,1378871.26,1361007.05,8.440486,17864.21,27420.0,27470.9689,50
119,bigone,2023-04-25T03:23:15.777Z,14.547763999999999,1378871.26,1361007.0899999999,8.440486,17864.17,27420.0,27470.97,50
120,bigone,2023-04-25T03:23:17.171Z,14.547763999999999,1378871.26,1361007.17,8.440486,17864.09,27420.0,27470.9722,50
121,bigone,2023-04-25T03:23:18.566Z,14.547763999999999,1378871.26,1361007.21,8.440486,17864.050000000003,27420.0,27470.9733,50
122,bigone,2023-04-25T03:23:19.987Z,14.547763999999999,1378871.26,1360626.35,7.733848,18244.910000000003,27420.0,27473.4508,50
123,bigone,2023-04-25T03:23:21.368Z,14.547763999999999,1378871.26,1361007.33,8.440486,17863.93,27420.0,27470.9766,50
124,bigone,2023-04-25T03:23:22.753Z,14.547763999999999,1378871.26,1361007.37,8.440486,17863.89,27420.0,27470.9777,50
125,bigone,2023-04-25T03:23:24.168Z,14.547763999999999,1378871.26,1361007.4500000002,8.440486,17863.809999999998,27420.0,27470.98,50
126,bigone,2023-04-25T03:23:25.560Z,14.547763999999999,1378871.26,1361007.4900000002,8.440486,17863.77,27420.0,27470.9811,50
127,bigone,2023-04-25T03:23:26.937Z,14.547763999999999,1378871.26,1361007.53,8.440486,17863.730000000003,27420.0,27470.9822,50
128,bigone,2023-04-25T03:23:28.339Z,14.547763999999999,1378871.26,1361007.6099999999,8.440486,17863.65,27420.0,27470.9844,50
129,bigone,2023-04-25T03:23:29.716Z,14.547763999999999,1378871.26,1361007.65,8.440486,17863.61,27420.0,27470.9855,50
130,bigone,2023-04-25T03:23:31.114Z,14.547763999999999,1378871.26,1361007.73,8.440486,17863.53,27420.0,27470.9877,50
131,bigone,2023-04-25T03:23:32.500Z,14.547763999999999,1378871.26,1361007.77,8.440486,17863.489999999998,27420.0,27470.9888,50
132,bigone,2023-04-25T03:23:33.898Z,14.547763999999999,1378871.26,1361007.81,8.440486,17863.449999999997,27420.0,27470.9899,50
133,bigone,2023-04-25T03:23:35.287Z,14.547763999999999,1378871.26,1361007.8900000001,8.440486,17863.370000000003,27420.0,27470.9921,50
134,bigone,2023-04-25T03:23:36.680Z,14.547763999999999,1378871.26,1361007.9300000002,8.440486,17863.33,27420.0,27470.9932,50
135,bigone,2023-04-25T03:23:38.084Z,14.547763999999999,1378871.26,1361007.9700000002,8.440486,17863.29,27420.0,27470.9943,50
136,bigone,2023-04-25T03:23:39.495Z,14.547763999999999,1378871.26,1361008.05,8.440486,17863.21,27420.0,27470.9965,50
137,bigone,2023-04-25T03:23:40.883Z,14.547763999999999,1378872.62,1361041.69,8.440485999999998,17830.93,27423.47,27471.0425,50
138,bigone,2023-04-25T03:23:42.262Z,14.547763999999999,1378881.2000000002,1361041.83,8.051606,17839.37,27424.09,27472.6013,50
139,bigone,2023-04-25T03:23:43.722Z,14.547763999999997,1378882.5300000003,1361041.9100000001,8.440486,17840.620000000003,27424.69,27471.0621,50
140,bigone,2023-04-25T03:23:45.112Z,14.547763999999997,1378882.5300000003,1360660.49,7.733848,18222.040000000005,27424.69,27473.5239,50
141,bigone,2023-04-25T03:23:46.511Z,14.547763999999997,1378882.5300000003,1361042.0500000003,8.440485999999998,17840.480000000003,27424.69,27471.0659,50
142,bigone,2023-04-25T03:23:47.897Z,14.547763999999997,1378882.5300000003,1361042.09,8.440485999999998,17840.440000000002,27424.69,27471.067,50
143,bigone,2023-04-25T03:23:49.308Z,14.547763999999997,1378882.5300000003,1361042.17,8.440485999999998,17840.36,27424.69,27471.0692,50
144,bigone,2023-04-25T03:23:50.708Z,14.547763999999997,1378882.5300000003,1361042.21,8.440485999999998,17840.32,27424.69,27471.0703,50
145,bigone,2023-04-25T03:23:52.128Z,14.547763999999997,1378882.5300000003,1361042.25,8.440485999999998,17840.28,27424.69,27471.0714,50
146,bigone,2023-04-25T03:23:53.518Z,14.547763999999997,1378882.5300000003,1361042.33,8.440485999999998,17840.199999999997,27424.69,27471.0736,50
147,bigone,2023-04-25T03:23:54.916Z,14.547763999999997,1378888.27,1361042.4500000002,8.440485999999998,17845.82,27425.25,27471.0846,50
148,bigone,2023-04-25T03:23:56.314Z,15.702166,1379207.57,1361042.5300000003,8.440485999999998,18165.039999999997,27426.425,27484.7383,50
149,bigone,2023-04-25T03:23:57.724Z,15.702166,1379207.57,1361042.5700000003,8.440485999999998,18164.999999999996,27426.425,27484.7394,50
150,bigone,2023-04-25T03:23:59.109Z,15.702166,1379207.57,1361042.61,8.440485999999998,18164.96,27426.425,27484.7404,50
151,bigone,2023-04-25T03:24:00.498Z,15.702166,1379207.57,1361042.69,8.440485999999998,18164.879999999997,27426.425,27484.7425,50
152,bigone,2023-04-25T03:24:01.893Z,15.702166,1379212.1800000002,1361042.73,8.440485999999998,18169.45,27426.425,27484.7503,50
153,bigone,2023-04-25T03:24:03.280Z,15.702166,1379212.1800000002,1361042.79,8.440486,18169.39,27426.425,27484.7519,50
154,bigone,2023-04-25T03:24:04.667Z,15.702166,1379212.1800000002,1361042.85,8.440485999999998,18169.329999999998,27426.425,27484.7534,50
155,bigone,2023-04-25T03:24:06.078Z,15.702166,1379212.1800000002,1361042.8900000001,8.440485999999998,18169.29,27426.425,27484.7545,50
156,bigone,2023-04-25T03:24:07.465Z,15.702166,1379212.1800000002,1361042.9700000002,8.440485999999998,18169.21,27426.425,27484.7566,50
157,bigone,2023-04-25T03:24:08.845Z,15.702166,1379212.1800000002,1361043.0100000002,8.440485999999998,18169.17,27426.425,27484.7576,50
158,bigone,2023-04-25T03:24:10.236Z,15.702166,1379212.1800000002,1361043.0500000003,8.440485999999998,18169.129999999997,27426.425,27484.7587,50
159,bigone,2023-04-25T03:24:11.614Z,15.702166,1379212.1800000002,1361043.1300000001,8.440485999999998,18169.05,27426.425,27484.7608,50
160,bigone,2023-04-25T03:24:13.037Z,15.702166,1379212.1800000002,1361043.17,8.440485999999998,18169.01,27426.425,27484.7619,50
161,bigone,2023-04-25T03:24:14.428Z,15.702166,1379212.1800000002,1361043.25,8.440485999999998,18168.93,27426.425,27484.764,50
162,bigone,2023-04-25T03:24:15.818Z,15.702166,1379212.1800000002,1361043.29,8.440485999999998,18168.89,27426.425,27484.765,50
163,bigone,2023-04-25T03:24:17.198Z,15.702166,1379212.1800000002,1361043.33,8.440485999999998,18168.85,27426.425,27484.7661,50
164,bigone,2023-04-25T03:24:18.632Z,15.702166,1379212.1800000002,1361043.4100000001,8.440485999999998,18168.77,27426.425,27484.7682,50
165,bigone,2023-04-25T03:24:20.015Z,15.702166,1379212.1800000002,1361043.4500000002,8.440485999999998,18168.73,27426.425,27484.7692,50
166,bigone,2023-04-25T03:24:21.418Z,15.702166,1379212.1800000002,1361043.5100000002,8.440486,18168.67,27426.425,27484.7709,50
167,bigone,2023-04-25T03:24:22.813Z,15.702166,1379212.1800000002,1361043.5700000003,8.440485999999998,18168.61,27426.425,27484.7724,50
168,bigone,2023-04-25T03:24:24.221Z,15.702166,1379212.1800000002,1361043.61,8.440485999999998,18168.57,27426.425,27484.7734,50
169,bigone,2023-04-25T03:24:25.604Z,15.702166,1379212.1800000002,1361043.69,8.440485999999998,18168.489999999998,27426.425,27484.7755,50
170,bigone,2023-04-25T03:24:27.011Z,15.702166,1379212.1800000002,1361043.73,8.440485999999998,18168.45,27426.425,27484.7766,50
171,bigone,2023-04-25T03:24:28.393Z,15.702166,1379212.1800000002,1361043.77,8.440485999999998,18168.41,27426.425,27484.7776,50
172,bigone,2023-04-25T03:24:29.783Z,15.702166,1379212.1800000002,1361043.85,8.440485999999998,18168.329999999998,27426.425,27484.7797,50
173,bigone,2023-04-25T03:24:31.170Z,15.702166,1379212.1800000002,1361043.8900000001,8.440485999999998,18168.29,27426.425,27484.7808,50
174,bigone,2023-04-25T03:24:32.565Z,15.702166,1379212.1800000002,1361043.9700000002,8.440485999999998,18168.21,27426.425,27484.7829,50
175,bigone,2023-04-25T03:24:33.965Z,15.702166,1379212.1800000002,1361044.0100000002,8.440485999999998,18168.17,27426.425,27484.7839,50
176,bigone,2023-04-25T03:24:35.359Z,15.702166,1379212.1800000002,1361044.0500000003,8.440485999999998,18168.129999999997,27426.425,27484.785,50
177,bigone,2023-04-25T03:24:36.738Z,15.702166,1379212.1800000002,1361044.1300000001,8.440485999999998,18168.05,27426.425,27484.7871,50
178,bigone,2023-04-25T03:24:38.140Z,15.702166,1379212.1800000002,1361044.17,8.440485999999998,18168.01,27426.425,27484.7881,50
179,bigone,2023-04-25T03:24:39.520Z,15.702166,1379212.1800000002,1361044.23,8.100485999999998,18167.95,27426.425,27486.2492,50
180,bigone,2023-04-25T03:24:40.908Z,15.702166,1379212.1800000002,1361044.29,8.440485999999998,18167.89,27426.425,27484.7913,50
181,bigone,2023-04-25T03:24:42.305Z,15.702166,1379212.1800000002,1361044.33,8.440485999999998,18167.85,27426.425,27484.7923,50
182,bigone,2023-04-25T03:24:43.708Z,15.702166,1379212.1800000002,1361044.4100000001,8.440485999999998,18167.77,27426.425,27484.7944,50
183,bigone,2023-04-25T03:24:45.103Z,15.702166,1379212.1800000002,1361044.4500000002,8.440485999999998,18167.73,27426.425,27484.7955,50
184,bigone,2023-04-25T03:24:46.504Z,15.702166,1379212.1800000002,1361044.4900000002,8.440485999999998,18167.69,27426.425,27484.7965,50
185,bigone,2023-04-25T03:24:47.895Z,15.702166,1379212.1800000002,1361044.5700000003,8.440485999999998,18167.61,27426.425,27484.7986,50
186,bigone,2023-04-25T03:24:49.286Z,15.702166,1379212.1800000002,1361044.61,8.440485999999998,18167.57,27426.425,27484.7997,50
187,bigone,2023-04-25T03:24:50.683Z,15.702166,1379212.1800000002,1361044.69,8.440485999999998,18167.489999999998,27426.425,27484.8018,50
188,bigone,2023-04-25T03:24:52.072Z,15.702166,1379212.1800000002,1361044.73,8.440485999999998,18167.45,27426.425,27484.8028,50
189,bigone,2023-04-25T03:24:53.516Z,15.702166,1379212.1800000002,1361044.77,8.440485999999998,18167.41,27426.425,27484.8039,50
